ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,NOME,ENDERECO,BAIRRO,CEP,ES_TIPO,ES_DEPADM
129,-46602029,-23576895,355030834000048,3550308005019,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,CLUBE ATLETICO IPIRANGA-GINASIO,MANIFESTO DO 475,,04209-000,10,4
130,-46629798,-23515977,355030870000060,3550308005064,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,CLUBE ESPERIA-GINASIO,SANTOS DUMONT AV 1313,,02012-010,10,4
131,-46599367,-23507200,355030886000007,3550308005031,88,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,DUED 134 GINÁSIO DARCY REIS,"AVENIDA  GUILHERME, 1819",VILA GUILHERME,02053-003,10,1
132,-46713329,-23848498,355030855000054,3550308005302,56,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,CDM PARELHEIROS,"ESTRADA DA COLONIA, 112",JARDIM SÃO GONÇALO,04851-030,11,1
133,-46715728,-23788955,355030855000039,3550308005301,56,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,CDM JARDIM HERPLIN,"RUA  CARLOS AUGUSTO BARROSO, 103",Jardim Herplin,04886-050,11,1
134,-46706020,-23757341,355030830000152,3550308005285,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,CDM JARDIM PETRONITA,"RUA  JOÃO AMÓS COMENIUS, 1673",Jdim São Bernardo,04844-420,11,1
135,-46708967,-23727793,355030823000050,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,CDM MOCIDADE ATIVA CRISTÃ,"RUA SANTO ANTONIO DO CANTARO, 100",J. RIO BONITO,04829-090,11,1
136,-46691198,-23735845,355030830000284,3550308005283,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,CDM TANCREDO NEVES,RUA  ROSALIA CRISI SANDOVAL,PRAÇA AMÉRICA,04841-060,11,1
137,-46689085,-23737923,355030830000066,3550308005283,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,CDM PARQUE AMÉRICA,"RUA  ROSALIA GIANINI CONDE, 272",Pque America,04841-150,11,1
138,-46669607,-23753876,355030830000115,3550308005280,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,CDM JARDIM ELIANA,"RUA  ANTONIO LOPES MEDEIROS, 66",Jardim ELIANA,04851-100,11,1
139,-46788869,-23680693,355030819000253,3550308005295,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,CENTRO ESPORTIVO ASSOCIAÇÃO EVANGÉLICA BENEFICENTE,"RUA  LUIS DE OLIVEIRA, 140",VALO  VELHO,05886-120,11,1
140,-46752774,-23667080,355030846000136,3550308005224,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,CDM GETÚLIO DORNELES VARGAS,"RUA  SEBASTIÃO MUNIZ DE SOUZA, 122",PQ.STO.ANTONIO,05821-150,11,1
141,-46740003,-23689240,355030846000157,3550308005221,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,CDM SÃO FRANCISCO,RUA  VERDUM / TAMAULIPAS,J. S. FRANCISCO,04918-230,11,1
142,-46734918,-23671640,355030846000048,3550308005222,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,CDM IV CENTENÁRIO,"RUA  JOÃO SCALÃO, 5",JARDIM TUPÃ,04904-050,11,1
143,-46729976,-23658918,355030846000236,3550308005225,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,CDM SÃO LUIZ I,"RUA  ACÉDIO JOSÉ FONTENELLE, 26",J. IBIRAPUERA,05814-100,11,1
144,-46776695,-23648743,355030817000217,3550308005237,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,CDM BENTO BICUDO,"RUA CORONEL BENTO BICUDO, 350",PIQUERI,02912-010,11,1
145,-46773101,-23645982,355030817000313,3550308005237,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,CDM UNIÃO ULEROMÃ,"RUA  GUERREIRO, 31",J. ROSANA,05795-210,11,1
146,-46763246,-23637144,355030817000015,3550308005235,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,CDM ESPORTE CLUBE DO SAPY,"RUA  MANOEL GRANDINI CASQUEL, 137",JARDIM CATANDUVA,05767-460,11,1
147,-46763854,-23631633,355030817000011,3550308005235,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,CDM JARDIM MARTINICA,"RUA  ROQUE DE MINGO, 550",JARDIM MARTINICA,05759-290,11,1
148,-46757364,-23644519,355030817000111,3550308005237,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,CDM MORUMBI SUL,RUA NOSSA SENHORA DO BOM CONSELHO / LIRA CEARENSE,CHACARA N.SENª DO BOM CONSELHO,05763-470,11,1
149,-46746979,-23650889,355030846000253,3550308005229,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,CDM UNIÃO BRASILIENSE DE ESPORTES,"RUA  AMANCIO PEDRO OLIVEIRA, 385",Vila Maracanã,05846-050,11,1
150,-46756260,-23633081,355030817000063,3550308005233,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,CDM PARQUE REGINA,RUA  INACIO MANUEL TOURINHO,Parque Regina,05773-070,11,1
151,-46749350,-23638636,355030817000209,3550308005233,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,CDM PORINGÁ,"RUA  FRANCISCO SOARES, 12",Jardim Inga,05774-300,11,1
152,-46755412,-23617543,355030817000135,3550308005234,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,CDM CLEUZA BUENO,"RUA  JARACATIA, 20",JARDIM UMARIZAL,05754-070,11,1
153,-46754332,-23598915,355030894000199,3550308005181,96,VILA SONIA,10,BUTANTA,Oeste,Oeste,CDM FRANCISCO MACHADO DE CAMPOS,"RUA  BERNARDO BUONTALENTI, 63",JARDIM CELESTE,05527-210,11,1
154,-46747756,-23601889,355030894000032,3550308005179,96,VILA SONIA,10,BUTANTA,Oeste,Oeste,CDM VICTOR MARQUES DOS SANTOS,"AVENIDA  PIRAJUSSARA, 5000",J. JUSSARA,05534-000,11,1
155,-46730032,-23601495,355030894000046,3550308005178,96,VILA SONIA,10,BUTANTA,Oeste,Oeste,CDM FRANCISCO PRESTES MAIA,"RUA  JOSÉ CAPOBIANCO, 232",JARDIM COLOMBO,05628-080,11,1
156,-46727868,-23601410,355030894000046,3550308005178,96,VILA SONIA,10,BUTANTA,Oeste,Oeste,CDM PEQUENINOS DO JOCKEY,"RUA FREI BONIFÁCIO DUX, 150",JARDIM COLOMBO,05629-000,11,1
157,-46708435,-23713523,355030823000095,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,CDM IATISMO,"AVENIDA  ROBERT KENNEDY, 5300",SOCORRO,04805-000,11,1
158,-46703054,-23710218,355030823000062,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,CDM ÉBANOS,"RUA SÃO GUILHERME, 515",CIDADE DUTRA- Guia-343-T03,04806-040,11,1
159,-46699019,-23722436,355030823000018,3550308005219,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,CDM JARDIM CLIPPER,RUA  LUCÍLO  VAREJÃO,JARDIM CLIPER,04827-240,11,1
160,-46708542,-23692527,355030879000041,3550308005220,81,SOCORRO,19,CAPELA DO SOCORRO,Sul,Sul 2,CDM JARDIM SUZANA,"RUA  MADAGASCAR, 179",JARDIM SUZANA,04784-220,11,1
161,-46712320,-23683183,355030879000048,3550308005220,81,SOCORRO,19,CAPELA DO SOCORRO,Sul,Sul 2,CDM VELEIROS,"RUA DAS PAINERAS, 500",JARDIM DOS LAGOS,04771-080,11,1
162,-46711288,-23684900,355030879000052,3550308005220,81,SOCORRO,19,CAPELA DO SOCORRO,Sul,Sul 2,CDM IPASURE,"AVENIDA  IPANEMA, 841",VELEIROS- Guia 287-F29,04773-010,11,1
163,-46697572,-23671666,355030816000054,3550308005171,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,CDM JURUBATUBA,"RUA  ADÃO NORBERTO DE ANDRADE, 185",JURUBATUBA,04675-150,11,1
164,-46694534,-23671373,355030816000054,3550308005171,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,CDM MARIA FELIZARDA,"RUA  SALIM ANTONIO CURIATI, 225",JURUBATUBA,04690-050,11,1
165,-46701468,-23661212,355030816000170,3550308005171,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,CDM BRASIMET - PARENTES UNIDOS,"RUA  HERBERT ALFRED LANDSBERGER, 330",SANTO AMARO,04662-020,11,1
166,-46692263,-23709530,355030823000067,3550308005217,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,CDM CIDADE DUTRA,"RUA  ANGELINA REGOLIM CARDOSO DE MENDONÇA, 18",Jardim Regis- Guia -344-F05,04811-150,11,1
167,-46690082,-23714400,355030823000014,3550308005217,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,CDM LOURENÇO CABRERA,"AVENIDA  LOURENÇO CABRERA, 504",JARDIM ANA LÚCIA,04812-010,11,1
168,-46685827,-23711234,355030823000143,3550308005217,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,CDM JOSÉ ALEXANDRE DE FARIA,"AVENIDA  GREGÓRIO BEZERRA, 451",Jdim Primavera,04812-200,11,1
169,-46694215,-23677181,355030816000039,3550308005171,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,CDM BOLA  PRETA,"AVENIDA ENGENHEIRA EUSÉBIO STEVAUX, 2229",JURUBATUBA,04696-000,11,1
170,-46690112,-23677181,355030816000009,3550308005171,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,CDM CAMPO GRANDE 1,"RUA PROFESSORA HAIDEE SILVA MARTINS, 517",JARDIM CAMPO GRANDE,04693-030,11,1
171,-46690165,-23676498,355030816000021,3550308005171,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,CDM BANDEIRANTES,"RUA  ALCEU ANTONIO DA LUZ, 515",JARDIM CAMPO GRANDE,04693-150,11,1
172,-46691997,-23672553,355030816000039,3550308005171,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,CDM ESTRELA DO CAMPO GRANDE 2,"RUA  ALVARO AFONSO, 400",VILA GEA,04691-030,11,1
173,-46692616,-23666053,355030816000069,3550308005171,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,CDM VILA ANHANGUERA,"RUA  MARCELINO ZONTA, 316",JARDIM JOÁ,04688-000,11,1
174,-46665718,-23691066,355030858000112,3550308005213,59,PEDREIRA,16,CIDADE ADEMAR,Sul,Sul 2,CDM MAR PAULISTA E REPRESA NOVA,"RUA  GANDARA DE OLIVAIS, 17",V. APARECIDA,04469-110,11,1
175,-46695223,-23609617,355030835000074,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,CDM REINALDÃO,"RUA  ARIZONA, 1554",CIDADE MONÇÕES,04567-008,11,1
176,-46694540,-23605779,355030835000190,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,CDM IBIRAPUERA,"RUA  SANSÃO ALVES DOS SANTOS, 1000",CIDADE MONÇÕES,04571-090,11,1
177,-46680029,-23604369,355030835000015,3550308005103,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,CDM SÃO PAULO,"RUA  RIBEIRO DO VALE, 1550",CIDADE MONÇÕES,04568-004,11,1
178,-46663506,-23625474,355030815000060,3550308005100,15,CAMPO BELO,14,SANTO AMARO,Sul,Sul 2,CDM AMIGOS DE MOEMA,"RUA  SAPOTI, 20",CAMPO BELO,04615-040,11,1
179,-46674137,-23597678,355030835000011,3550308005102,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,CDM VILA OLÍMPIA,"RUA  HELION POVOA, 126",VILA OLIMPIA,04546-080,11,1
180,-46769738,-23585372,355030865000008,3550308005238,66,RAPOSO TAVARES,10,BUTANTA,Oeste,Oeste,CDM ALVARO GOMES DA ROCHA AZEVEDO,"RUA  JOSÉ BORGES DA SILVA, 66",JARDIM MARIA AUGUSTA,05546-160,11,1
181,-46755421,-23582235,355030867000194,3550308005183,68,RIO PEQUENO,10,BUTANTA,Oeste,Oeste,CDM RAYMUNDO DA SILVA DUPRAT,RUA  RAFAEL BARBOSA,J. MARIA LUIZA,05371-080,11,1
182,-46744910,-23590794,355030894000037,3550308005181,96,VILA SONIA,10,BUTANTA,Oeste,Oeste,CDM JARDIM DAS VERTENTES,"RUA  JOÃO CORREA DA SILVA, 100",J.das Vertentes,05541-200,11,1
183,-46743078,-23574473,355030867000224,3550308005184,68,RIO PEQUENO,10,BUTANTA,Oeste,Oeste,CDM JOSÉ PIRES DO RIO,"RUA  MAGNOLIA DELFIM DA SILVA, 67",JARDIM ODETE,05363-040,11,1
184,-46758722,-23535777,355030841000034,3550308005108,40,JAGUARE,8,LAPA,Oeste,Oeste,CDM PARQUE CONTINENTAL,"AVENIDA DOUTOR FRANCISCO DE PAULA VICENTE DE AZEVEDO, 555",PARQUE CONTINENTAL,05325-020,11,1
185,-46751730,-23543078,355030841000021,3550308005108,40,JAGUARE,8,LAPA,Oeste,Oeste,CDM JAGUARÉ,"AVENIDA PRESIDENTE ALTINO / FLORESTO BANDECCHI,",JAGUARÉ,05323-000,11,1
186,-46745468,-23516639,355030840000007,3550308005109,39,JAGUARA,8,LAPA,Oeste,Oeste,CDM VILA JAGUARA,"RUA  MICHEL HADDAD, 23",VILA JAGUARA,05118-070,11,1
187,-46741325,-23515477,355030840000002,3550308005109,39,JAGUARA,8,LAPA,Oeste,Oeste,CDM JACENA,"RUA DOM PEDRO HENRIQUE DE ORLEANS E BRAGANÇA, 179",VILA JAGUARA,05117-000,11,1
188,-46741413,-23502429,355030895000025,3550308005110,73,SAO DOMINGOS,2,PIRITUBA,Norte,Norte 1,CDM VILA MANGALOT,"RUA  JOAQUIM PEREIRA LIMA, 48",PARQUE JOÃO DOMINGOS,05126-100,11,1
189,-46746801,-23492372,355030895000014,3550308005110,73,SAO DOMINGOS,2,PIRITUBA,Norte,Norte 1,CDM JARDIM SANTO ELIAS,"RUA GENERAL LAURO C. FARIAS, 171",JARDIM MANGALOT,05135-000,11,1
190,-46732568,-23485080,355030863000006,3550308005113,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,CDM LÍBANO,"RUA  JOSÉ QUEIRÓZ DOS SANTOS, 163",JARDIM LIBANO,05138-080,11,1
191,-46730902,-23484808,355030863000005,3550308005113,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,CDM JARDIM LIBANO,"RUA  ADALBERTO KURT, 475",JARDIM LIBANO,05138-080,11,1
192,-46742553,-23473617,355030863000090,3550308005113,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,CDM JARDIM REGINA,"RUA  PIRAPOZINHO, 117",JARDIM REGINA,05171-200,11,1
193,-46700706,-23534764,355030848000044,3550308005059,48,LAPA,8,LAPA,Oeste,Oeste,CDM CITY,"RUA  SEPETIBA, 660",VILA CICILIANO,05052-000,11,1
194,-46704719,-23512666,355030848000062,3550308005058,48,LAPA,8,LAPA,Oeste,Oeste,CDM MAURO BEZERRA PINHEIRO,"RUA  MARINA CIUFULI ZANFELICE, 61",LAPA,05040-000,11,1
195,-46700059,-23503286,355030829000082,3550308005116,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,CDM VILA ARCÁDIA,"RUA  BRUNO BERTUCCI, 187",VILA ARCÁDIA,02910-100,11,1
196,-46722910,-23483098,355030863000002,3550308005113,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,CDM LIDERANÇA,"RUA  CORAÇÃO DE BUGRE, 100",JARDIM CIDADE PIRITUBA,02945-010,11,1
197,-46713230,-23487373,355030863000054,3550308005115,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,CDM JARDIM SÃO JOSÉ,"RUA  MANUEL D'ELBOUX, 30",VILA PEREIRA CERCA,02932-110,11,1
198,-46710883,-23479765,355030863000100,3550308005115,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,CDM VILA MIRIAM,"RUA  ANTONIO BIANCHI, 282",VILA MIRIAM,02972-040,11,1
199,-46702726,-23489789,355030829000188,3550308005116,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,CDM NOSSA SENHORA DO Ó,"RUA  UBALDO DA COSTA LEITE, 55",VILA CAVATON,02962-080,11,1
200,-46704430,-23478903,355030829000114,3550308005116,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,CDM MARIA ROSA GONÇALVES,"RUA  FORTUNATO SIMÕES, 176",VILA MIRIAM,02967-080,11,1
201,-46700381,-23492364,355030829000008,3550308005116,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,CDM TRINTA E UM DE MARÇO,"AVENIDA MINISTRO PETRÔNIO PORTELA, Nº 767",VILA AMÉLIA,02959-000,11,1
202,-46702121,-23482184,355030829000059,3550308005116,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,CDM SIMÕES UNIDOS,"RUA  JOAQUIM REZENDE, 421",VILA MARINA,02967-170,11,1
203,-46698773,-23475450,355030829000139,3550308005119,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,CDM AUGOSTINHO VIEIRA,"ESTRADA DO SABÃO, 800",VILA BRASILANDIA,02806-000,11,1
204,-46698384,-23473759,355030829000141,3550308005119,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,CDM JARDIM GUARAÚ E GONÇALVES CENTENO,"RUA  SALDANHA DE OLIVEIRA, 60",JARDIM MARISTELA,02806-050,11,1
205,-46693667,-23499603,355030829000045,3550308005117,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,CDM VILA ALBERTINA,RUA  RIBEIRO DE MORAIS,VILA ALBERTINA,02731-030,11,1
206,-46692796,-23498938,355030829000185,3550308005117,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,CDM CLIPPER,"RUA  PASCOAL DA COSTA, 4",VILA ALBERTINA,02730-020,11,1
207,-46685465,-23498259,355030829000195,3550308005117,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,CDM VILA PALMEIRAS,"AVENIDA  INAJAR DE SOUSA, 829",LIMÃO,02716-000,11,1
208,-46691417,-23492497,355030829000174,3550308005117,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,CDM SÃO MARCOS,"RUA  BAIÃO PARENTE, 96",VILA PRIMAVERA,02735-000,11,1
209,-46688880,-23479511,355030829000102,3550308005118,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,CDM ELÍSIO SIQUEIRA,"RUA ENGENHEIRO ALBERTO MEYER, 318",PARQUE SÃO LUIZ,02841-180,11,1
210,-46681800,-23473721,355030811000351,3550308005121,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,CDM VILA PENTEADO,"RUA REVERENDO CARLOS WESLY, 336",VILA PENTEADO,02864-070,11,1
211,-46677982,-23490550,355030850000013,3550308005061,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,CDM UNIDOS DA VILA SANTA MARIA,"RUA  MARIA LIMA, 153 (rua Benigno)",VILA MARIA LUIZA,02754-040,11,1
212,-46670609,-23472852,355030811000153,3550308005121,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,CDM VILA RICA II,"RUA DEPUTADO RUA DEPUTADO FERNANDO FERRARI, 43",VILA RICA,02860-100,11,1
213,-46677710,-23464900,355030811000060,3550308005121,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,CDM TIETE E SOUZA,RUA  DANIEL PEREIRA,JARDIM ONDINA,02870-010,11,1
214,-46662065,-23473289,355030813000075,3550308005124,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,CDM DE VILA NOVA CACHOEIRINHA - VINOCA,"RUA  VICTOR ROGER, 35",VILA NOVA CACHOEIRINHA,02612-100,11,1
215,-46669817,-23469389,355030813000079,3550308005125,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,CDM JARDIM CACHOEIRA,"AVENIDA  INAJAR DE SOUSA, 5300",JARDIM CACHOEIRA,02762-030,11,1
216,-46789002,-23438712,355030803000006,3550308005307,03,ANHANGUERA,1,PERUS,Norte,Norte 1,CDM CORONEL JOSÉ GLADIADOR,"RUA  HERCULANO JOSÉ DOS SANTOS, 40",JARDIM ANHANGUERA,05265-000,11,1
217,-46762368,-23403504,355030861000021,3550308005243,62,PERUS,1,PERUS,Norte,Norte 1,CDM PERUS,"RUA  MOGEIRO, 1031",VILA PERÚS,05208-230,11,1
218,-46750843,-23437136,355030842000151,3550308005185,41,JARAGUA,2,PIRITUBA,Norte,Norte 1,CDM CIDADE D'ABRIL III,RUA  PERA MARMELO,JARDIM SANTA LUCRÉCIA,05185-420,11,1
219,-46714717,-23434693,355030842000072,3550308005309,41,JARAGUA,2,PIRITUBA,Norte,Norte 1,CDM PARADA DE TAIPAS,RUA  FRAGATA CONSTITUIÇÃO,PARQUE TAIPAS,02986-100,11,1
220,-46677318,-23449910,355030811000207,3550308005189,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,CDM ITAGUAÇU,"AVENIDA GENERAL PENHA BRASIL, 2770 / CABUÇU",VILA BRASILANDIA,02673-000,11,1
221,-46639545,-23701344,355030858000056,3550308005214,59,PEDREIRA,16,CIDADE ADEMAR,Sul,Sul 2,CDM PARQUE DOROTÉIA,RUA  MIGUEL FLETA / CARLOS DE R. ENOUT,PARQUE DOROTÉIA,04474-310,11,1
222,-46650237,-23685318,355030822000353,3550308005168,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,CDM VILA MISSIONÁRIA,"RUA DOM FREDERICO COSTA, 71",VILA MISSIONÁRIA,04430-300,11,1
223,-46659110,-23658448,355030838000068,3550308005162,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,CDM FERRADURA,"RUA  ADELINO DA FONTOURA, 404",JD. JABAQUARA,04383-000,11,1
224,-46658194,-23639795,355030815000081,3550308005100,15,CAMPO BELO,14,SANTO AMARO,Sul,Sul 2,CDM CONGONHAS,"PRAÇA  JOUBERT DE CARVALHO, 10",JARDIM AEROPORTO,04358-060,11,1
225,-46636336,-23633407,355030838000190,3550308005093,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,CDM UNIDOS DA VILA GUARANI,"AVENIDA  LEONARDO DA VINCI, 01",VILA GUARANI,04313-000,11,1
226,-46646321,-23594825,355030890000176,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,CDM VILA CLEMENTINO,"RUA DOUTOR DIOGO DE FARIA, 1084",VILA CLEMENTINO,04037-003,11,1
227,-46599413,-23637587,355030868000058,3550308005305,69,SACOMA,13,IPIRANGA,Sul,Sul 1,CDM JARDIM MARISTELA E SANTA CRUZ,"RUA  KURT ENGELHART, 105",JD. MARIA ESTELA,04180-130,11,1
228,-46614939,-23615418,355030827000019,3550308005044,27,CURSINO,13,IPIRANGA,Sul,Sul 1,CDM CASTÚLIO DO AMARAL,"RUA  PIERRE CURIE, 286",JARDIM DA SAÚDE,04290-050,11,1
229,-46627819,-23598130,355030890000115,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,CDM JORGE TIBIRIÇA,"RUA  JORGE TIBIRIÇA, 700",VILA MARIANA,04126-001,11,1
230,-46603615,-23615214,355030868000163,3550308005085,69,SACOMA,13,IPIRANGA,Sul,Sul 1,CDM MOINHO VELHO,"RUA  ELBA, 980",VILA MOINHO VELHO,04285-001,11,1
231,-46599009,-23610127,355030868000329,3550308005085,69,SACOMA,13,IPIRANGA,Sul,Sul 1,CDM ANCHIETA,"RUA  VIRGINIA CARDOSO, 87",SACOMÃ,04248-070,11,1
232,-46592818,-23632714,355030868000020,3550308005087,69,SACOMA,13,IPIRANGA,Sul,Sul 1,CDM PARQUE FONGARO,"RUA PROFESSOR SYLAS BALTAZAR DE ARAÚJO, 220",PARQUE FONGARO,04257-010,11,1
233,-46586121,-23628213,355030868000297,3550308005087,69,SACOMA,13,IPIRANGA,Sul,Sul 1,CDM JARDIM PATENTE,"RUA  ANTONIO ANNUNZIATO, 57",JARDIM PATENTE,04243-220,11,1
234,-46586166,-23623394,355030868000084,3550308005087,69,SACOMA,13,IPIRANGA,Sul,Sul 1,CDM JARDIM SECKLER,"RUA  COSME DE SOUZA, 408",JARDIM PATENTE,04243-100,11,1
235,-46591506,-23596986,355030834000099,3550308005084,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,CDM PROFESSOR FRANCISCO TEODORO MENDES,"RUA  ÁLVARO FRAGOSO, 580",VILA INDEPÊNDENCIA,04225-000,11,1
236,-46579614,-23605720,355030834000111,3550308005084,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,CDM UCRA UNIÃO CULTURAL E RECREATIVA AMIZADE,"AVENIDA PRESIDENTE WILSON, 6851",IPIRANGA,04220-002,11,1
237,-46566820,-23595653,355030893000021,3550308005082,95,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,CDM UNIÃO SOCIAL VILA BELA,"RUA  FERNANDES SARDINHA, 32",VILA BELA,03147-020,11,1
238,-46557819,-23609725,355030893000140,3550308005082,95,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,CDM VENEZA INDEPENDENTE,"RUA PADRE RAIMUNDO DA SILVA, 598",VILA CALIFÓRNIA,03214-000,11,1
